şarkı sözü;;şarkı adı
"
Aylin Aslım - Zor Günler (Umudum Var)
Zor günler
Bir gün mutlaka geldiği gibi gider
Zor günler
Bildiğin her şey gibi kaybolup gider
Biliyorum yorgunsun
çoktan unutulmuşsun
Hiçbir şey aynı kalmaz
Yarın belli olmaz
Benim hala umudum var
Hala umudum var
Benim hala umudum var
Hala umudum var
Şimdi sen
Güvendiğim sularda boğuldum dedin
Tesadüfen
Belki balık olsan kurtulsan
Kim bilir
Gel dinlen yanımda
Gel saklan arkamda
Istersen konuşma
Onlar hep sorarlar
Benim hala umudum var
Hala umudum var
Benim hala umudum var
Hala umudum var
Benim hala umudum var
Hala umudum var
Benim hala umudum var
Hala umudum var";;Aylin Aslım - Zor Günler (Umudum Var)
"

Kurban - Sen Olsan Bari
Çaldığın o kalbi yerine koy lütfen
Eğer hislerinden pek emin değilsen
Aradığın aşksa en güzelinden
O zaman başka
Açarım kapıları hazırım dünden
Çaldığın o kalbi yerine koy lütfen
Eğer hislerinden pek emin değilsen
Aradığın aşksa en güzelinden
O zaman başka
Açarım kapıları hazırım dünden
O sen olsan bari sen olsan bari o
Sen olsan bari sen olsan bari
Hazırım diyorum dünden düşmüyorsun dilimden
Olan olmuş zaten o sen olsan bari o
Bendeki bu sihri keşke görebilsen
İnan oynatırdın aklını yerinden
Aradığın aşksa en özelinden
O zaman başka açılır kapılar buyurun önden
O sen olsan bari sen olsan bari o
Sen olsan bari sen olsan bari
Hazırım diyorum dünden düşmüyorsun dilimden
Olan olmuş zaten o sen olsan bari o
O sen olsan bari sen olsan bari o
Sen olsan bari sen olsan bari
Hazırım diyorum dünden düşmüyorsun dilimden
Olan olmuş zaten o sen olsan bari";;Kurban - Sen Olsan Bari
"
Şebnem Ferah - Anlasana
Kendimi esir aldim
Çalmadi yine telefonlar
Alisirim sanmistim
Yüregimde sancim var

Gel etme nazli günes
Sensin gönlüme es
Beni biraz anlasana

Ölürüm askina yar
Ölürüm diyar diyar
Beni biraz anlasana

Ooo saril bana
Beni biraz anlasana";;Şebnem Ferah - Anlasana
"Ş - Aşk
Toprağın altında
Sarmaş dolaş köklerle
Bağlanmışız birbirimize
Cennet gibi biryerlerde
Kader varsa benimki bu olsun
Aşk masalsa gerçek olsun
Aşk..
Bağlanmış kökler gibi
Hayat veren toprak gibi
Tüm anneler gibi güçlü olsun
Camdan sızan güneş gibi
Gökte yıldızlar gibi
Dolu hayatlar gibi sonsuz olsun

Toprağın üstünde
Yanyana duran çiçeklerde
Sarılmışız birbirimize cennet gibi biryerlerde
Kader varsa benimki bu olsun
Aşk masalsa gerçek olsun Aşk..
Bağlanmış kökler gibi
Hayat veren toprak gibi
Tüm anneler gibi güçlü olsun
Camdan sızan güneş gibi
Gökte yıldızlar gibi
Dolu hayatlar gibi sonsuz olsun...

Toprağın altında
Toprağın üstünde
Hatıralarımda,rüyalarda
Aşk...
Bağlanmış kökler gibi
Hayat veren toprak gibi
Tüm anneler gibi güçlü olsun
Camdan sızan güneş gibi
Gökte yıldızlar gibi
Dolu hayatlar gibi sonsuz olsun...";;Ş - Aşk
"şebnem - Ateşe Yakın
Bir mum yaktığım o akşam seni andım
Korkuyu savdığım her anı hatırladım

Gittiğin günden şimdiye her şey aynı sadece
Çok özledim her kahraman gibi erken gittin

Gördüğüm en son ışık parıltı sendin
Hep parladın
Dinlendiğin o sarmaşık sonra soldu
Hep uçtun ateşe yakın

Bir kayık iki kürek
Ay parlak asil yürek Biraz rakı biraz azık
Belki hayat bu demek

Göçtüğün gün ben
Tesadüfen düşümde gördüm veda ederken

Çok özledim her kahraman gibi erken gittin

Gördüğüm en son ışık parıltı sendin
Hep parladın
Dinlendiğin o sarmaşık sonra soldu
Hep uçtun ateşe yakın";;şebnem - Ateşe Yakın
"
Mor ve Ötesi - Beyaz 
Durduğun yerden devam etsin
Güzel olmasın kesilsin yine
Koş koş kurtul eskit pabuçlarını
Dilimiz eksildi, küçük kaldık
Düştük
Acımız oldu çok oldu
İyi ki oldu iyi ki oldu
Beyaz beyaz dibine dek beyaz
Rüyası insana yalan söyledi
Sadece önce şaşkın
Dibine dek beyaz sonra
İyi ki varsın iyi ki yokum
Gölgem var, iyi ki gölgem var
Bizi yalnız bırakmayan gölge
Sadece önce şaşkın
Dibine dek beyaz sonra
İyi ki varsın iyi ki yokum";;Mor ve Ötesi - Beyaz 
"
Athena - Beyoğlu
Beyoğlu'nda gezersin gözlerini süzersin
Beyoğlu'nda gezersin gözlerini süzersin
Sevdiceğim yavrucağım niçin niçin beni üzersin
Sevdiceğim yavrucağım niçin niçin beni üzersin
Mavi gözlük takarsın çok canları yakarsın
Mavi gözlük takarsın çok canları yakarsın
Sevdiceğim yavrucağım niçin niçin beni üzersin
Sevdiceğim yavrucağım niçin niçin beni üzersin
Ah ah gel gel gel bana gel bana gel
Ah ah gel gel yanıma yanıma gel
Beyoğlu'nda gezersin gözlerini süzersin
Beyoğlu'nda gezersin gözlerini süzersin
Sevdiceğim yavrucağım niçin niçin beni üzersin
Sevdiceğim yavrucağım niçin niçin beni üzersin
Ah ah gel gel gel bana gel bana gel
Ah ah gel gel yanıma yanıma gel
Gel gel gel gel, gel gel gel gel
Gel gel yanıma yanıma gel
Gel gel gel gel, gel gel gel gel
Gel gel yanıma yanıma gel, yanıma gel";;Athena - Beyoğlu
"
Yüksek Sadakat - Babamın Evinde
Bahçede durdum az önce
Kapının tam önünde
Bunca yıldan sonra babamın evinde
Her şey eski yerinde
Bana bakmış gülerek
Duvardaki resminde
Anlatıyor kuma harfler çizerek
Denizin tam önünde
Rüzgar var sesinde
Sahile koşan bu dalgalar
Dörtnala atlar gibi
Özgürce yaşa hayatı
Süzülen kuşlar gibi
Kaybolma
Adressiz mektuplar gibi
Kaybolma
Kumlardaki harfler gibi
Ve artık gün solarken
Unutulan bu bahçede
Anlıyorum resme son kez bakarken
Babam benim içimde
Rüzgar var sesinde
Sahile koşan bu dalgalar
Dörtnala atlar gibi
Özgürce yaşa hayatı
Süzülen kuşlar gibi
Kaybolma
Adressiz mektuplar gibi
Kaybolma
Kumlardaki harfler gibi
Sahile vuran bu dalgalar
Günleri sayar gibi
Geç kalma yaşa hayatı
Sanki yarın yokmuş gibi
Kaybolma
Adressiz mektuplar gibi
Kaybolma
Benim gibi";;Yüksek Sadakat - Babamın Evinde
"

Aylin Aslım - Küçük Sevgilim
Ne sandın kendini?
Küçük sevgilim
Roller değişmedi, katil benim
Bu kadar zaman oyun mu zannettin?
Kalbini taş gibi, demir gibi kırılmaz mı zannettin?
Ne sandın kendini?
Küçük sevgilim
Hem kendine hem bana
İnan yazık ettin (ettin)
Öcünü almadan zaman
Görebilseydin eğer
Bu kadar korkmak zaten ölmeye benzer
Öcünü almadan zaman
Görebilseydin eğer
Aşksız olmak zaten ölmeye benzer
Ne sandın kendini?
Küçük sevgilim
Roller değişmedi, katil benim
Bu kadar zaman oyun mu zannettin?
Kalbini taş gibi, demir gibi kırılmaz mı zannettin?
Öcünü almadan zaman
Görebilseydin eğer
Bu kadar korkmak zaten ölmeye benzer
Öcünü almadan zaman
Görebilseydin eğer
Aşksız olmak zaten ölmeye benzer
Öcünü almadan zaman (zaman, zaman, zaman, zaman, zaman, zaman, zaman, zaman, zaman, zaman, zaman, zaman, zaman)
Öcünü almadan zaman
Görebilseydin eğer
Aşksız olmak zaten ölmeye benzer";;Aylin Aslım - Küçük Sevgilim
"ş ferah - Deli Kızım Uyan
Gece geçmez, gündüz olmaz
Can bu dünyaya dayanmaz, neden?
Haykırdım dağlara, duymaz
Bekledim günlerce, yok ki gelen
Karlı dağların ardında biri yaşarmış
Bulut olur, yağmur olur, bize bakarmış
Hem yakın, hem uzakmış
Yanakları al almış
Deli kızım uyan
Söylenenler yalan
Deli kızım uyan
Bir tek sensin duyan
Bir tek sensin duyan
Yerde oldum, gökte oldum
Sormayın halim, ah başım duman
Gönül uslanmayı bilmez
Düşlerim gerçek, gerçeğim yalan
Karlı dağların ardında biri yaşarmış
Bulut olur, yağmur olur, bize bakarmış
Hem yakın, hem uzakmış
Yanakları al almış
Deli kızım uyan
Söylenenler yalan
Deli kızım uyan
Bir tek sensin duyan
Bir tek sensin duyan";;ş ferah - Deli Kızım Uyan
"Teoman - kupa Kızı ve Sinek Valesi
Bir iskambil falında çıkmıştık birbirimize
O güzel kupa kızıydı, sinek valesiydim bense
Gece yarısı, o perşembe rastladım köprü üstünde
""Ağlama"" dedim, o ağladı trabzanlardan indiğinde
""Saçların mı ıslak yoksa ıslak mı yaşamak?"" dedim
Senin için rüzgarda hep yağmur mu var?
Gözlerin mi daldı yoksa sıkıldın mı sorulardan?
Hiç geçmez mi gözlerinden bu sonbahar?
Bir kar tanesi ol, kon dilimin ucuna
Bir kar tanesi eri ağzımda
Bir kar tanesi ol, kon dilimin ucuna
Bir kar tanesi eri ağzımda
Sırılsıklamdı, soyundu, vücuduma dokundu
Biraz pürüzlü tenimde yaşam hücrelerimi buldu
Mutluyudum, o uyudu, sarıldım sayıklarken
Tanımadığım o adları yanımda çırılçıplak
""Saçların mı ıslak yoksa ıslak mı yaşamak?"" dedim
Senin için rüzgarda hep yağmur mu var?
Gözlerin mi daldı yoksa sıkıldın mı sorulardan?
Hiç geçmez mi gözlerinden bu sonbahar?
Bir kar tanesi ol, kon dilimin ucuna
Bir kar tanesi eri ağzımda
Bir kar tanesi ol, kon dilimin ucuna
Bir kar tanesi eri ağzımda
Rüyamda gururluydum, ""Biliyordum"" diyordum
İnanmak lazımmış meğer iskambil fallarına
Uyandım, bakakaldım, hayali bir parmağın bıraktığı yazıya, pencere camının buğusuna
Hoşçakal
Bir kar tanesi ol, kon dilimin ucuna
Bir kar tanesi eri ağzımda
Bir kar tanesi ol, kon dilimin ucuna
Bir kar tanesi eri ağzımda
Eri ağzımda, eri ağzımda
Bir kar tanesi, eri ağzımda
Eri ağzımda, eri ağzımda
Bir kar tanesi of, eri ağzımda";;Teoman - kupa Kızı ve Sinek Valesi
"maNga - Kapkaranlık Her Günüm
Yaşlandım
Dünyayı serdiler avuçlarıma
İstemedim
Yıldızlar döküldü saçlarıma
Silkeledim
Yalnızdım
Tek bir kurşunla bir savaş alanında
Ben de kendimi öldürdüm onunla
Bak ne kaldı ellerimde?
Hiçbir şey yok yüreğimde
Her şey bomboş
Yok gözümde
Kapkaranlık her günüm
Ne yazık
Gözlerim parlardı zifiri karanlıkta
Şimdi beni göremezsin gün ışığında
Arsızdım
Hiç yarın yokmuş gibi bir inançla
Ben de kendimi öldürdüm onunla
Bak ne kaldı ellerimde?
Hiçbir şey yok yüreğimde
Bak ne kaldı ellerimde?
Hiçbir şey yok yüreğimde
Her şey bomboş
Yok gözümde
Kapkaranlık her günüm";;maNga - Kapkaranlık Her Günüm
"mor ve0- Oyunbozan
Kanun mu bu yalnızlık?
İçindeki yabancı
El üstünde dururken
Kuyuya düşen
Alnımda yazanlar mı?
Aklımda kalanlar mı?
Oyunbozan mı haklı?
Biri söylese
Bak dinledim seni, dokunmadım sana
Dokunmadım kalan rüyalara
Zarar ziyan döküldü ortaya
Ölüm kadar rahatmış ayrılık
Ufak tefek bi'kaç sorun mu var?
Geçer, geçer, zaman şu an yalan
Nedir ki, bak silindi hafızam
Hayat kadar yalanmış ayrılık
Alnımda yazanlar mı?
Aklımda kalanlar mı?
Oyunbozan mı haklı?
Biri söylese
Bak dinledim seni, dokunmadım sana
Dokunmadım kalan rüyalara
Zarar ziyan döküldü ortaya
Ölüm kadar rahatmış ayrılık
Ufak tefek bi'kaç sorun mu var?
Geçer, geçer, zaman şu an yalan
Nedir ki, bak silindi hafızam
Hayat kadar yalanmış ayrılık
Bak dinledim seni, dokunmadım sana
Dokunmadım kalan rüyalara
Zarar ziyan döküldü ortaya
Ölüm kadar rahatmış ayrılık
Ufak tefek bi'kaç sorun mu var?
Yeter, yeter, zaman şu an yalan
Nedir ki, bak silindi hafızam
Hayat kadar yalanmış ayrılık
Yalanmış ayrılık";;mor ve0- Oyunbozan
"Kurban - Yine
Ne oldu neden saklandın söyle
Aramaktan sıkıldım seni yine
Düşündüm hep vazgeçmeye
Düşündüm kurtulsam senden diye
Kendimi yormadan
Ulaşsam sana dokunsam ruhuna
Kimseye sormadan
Yolundan çıkıp kavuşsan sen bana
Ne oldu neden saklandın söyle
Aramaktan sıkıldım seni yine
Düşündüm hep vazgeçmeye
Düşündüm kurtulsam senden diye
Kendimi yormadan
Ulaşsam sana dokunsam ruhuna
Kimseye sormadan
Yolundan çıkıp kavuşsan sen
Kendimi yormadan
Ulaşsam sana dokunsam ruhuna
Kimseye sormadan
Yolundan çıkıp kavuşsan sen";;Kurban - Yine
"Şebnem Ferah - Ben Bir Mülteciyim (Güç)
Ben bir mülteciyim
Kendi yüreğimden başka
Sığınacak yerim yok yurdum yok
Ben bir mülteciyim
Yüreğime sığındım
Burda savaş çıksa bile
Ölen yok
Tüm hayallerin sonsuzluğa ve sona erebildiği yerdeyim
Tüm niyetlerin bedenleri varmışçasına
Görülebildiği bir yerdeyim
Ben bir mülteciyim
Yüreğimde yaşıyorum
Esir değil kul hiç değil
Kendimde yaşıyorum
Ben bir mülteciyim
Burda aslında sınır yok
Kazanmak kaybetmek yok
Bu yüzden daha büyük güç yok
Artık eminim
Herşey içimde filizlenip,
İstersem büyüyor bakmazsam çürüyor
Aşil topuğum aşktı
Başka yüreklerde mutlu olmadım, yaşayamadım
Oysa içimde ne ok var ne de atan
Ne yön ne arka ön İster yaşa ister sön
Ben bir mülteciyim
Yüreğimde yaşıyorum
Esir değil kul hiç değil
Kendimde yaşıyorum
Ben bir mülteciyim
Burda aslında sınır yok
Kazanmak kaybetmek yok
Bu güçten daha büyük güç yok
Ben bir mülteciyim
Kendi yüreğimden başka
Sığınacak yerim yok yurdum yok
Tüm kitapların arasında kurutulup saklanan
Anılarla dolu bir yerdeyim
Tüm sözcüklerin cümlelerden kurtulmuş gibi
İncitmeden özgür kalabildiği yerdeyim
Ben bir mülteciyim
Yüreğimde yaşıyorum
Esir değil kul hiç değil
Kendimde yaşıyorum
Ben bir mülteciyim
Burda aslında sınır yok
Kazanmak kaybetmek yok
Bu yüzden daha büyük güç yok";;Şebnem Ferah - Ben Bir Mülteciyim (Güç)
"Duman - Herşeyi Yak (Akustik)
Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp okşa, istersen öldür
Aşk için ölmeli, aşk o zaman aşk
Aşk için ölmeli, aşk o zaman aşk
Seni içime çektim bir nefeste
Yüreğim tutuklu, göğsüm kafeste
Yanacağız ikimiz de ateşte
Bir kıvılcım yeter, hazırım bak
Aşk için ölmeli, aşk o zaman aşk
Allah'ım, Allah'ım
Ateşlere yürüyorum
Allah'ım acı ile
Aşk ile büyüyorum
Beni yor hasretinle, sevginle yor
Sevgisizlik ayrılıktan daha zor
Dilediğin kadar acıt canımı
Varlığın da, yokluğun da yetmiyor
Varlığın da, yokluğun da yetmiyor
Allah'ım, Allah'ım
Ateşlere yürüyorum
Allah'ım, acı ile
Aşk ile büyüyorum
Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp okşa, istersen öldür
Aşk için ölmeli, aşk o zaman aşk
Aşk için ölmeli, aşk o zaman aşk
Seni içime çektim bir nefeste
Yüreğim tutuklu, göğsüm kafeste
Yanacağız ikimiz de ateşte
Bir kıvılcım yeter, hazırım bak
Aşk için ölmeli, aşk o zaman aşk
Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp okşa, istersen öldür
Aşk için ölmeli, aşk o zaman aşk
Aşk için ölmeli, aşk o zaman aşk
Seni içime çektim bir nefeste";;Duman - Herşeyi Yak (Akustik)
"Mor ve Ötesi - 1945
Gel asırlardan uzanda tut ellerimi sımsıcak
Yoksa bendeki çocukta böyle çaresiz kalacak
Öfke ile beslenen çocuklar yalnızdırlar
Ve ümitleri çiceklerden acıları tarihlerden

Senin gibi benim gibi onlarda hep insandılar
Ve sevgiye inandılar ve saygıya inandılar
Senin gibi..benim gibi..
Onlar biraz terkedilmiş biraz küskün çocuktular

Sanki biraz incitilmiş
Sanki yetersiz sevilmiş
Sanki utandılar kavgadan ve sustular
Öp incilenen gözyaşları kurusun inançlarında

Sene bin dokuzyüz kırkbeş onlarda hep insandılar..
Ve sevgiye inandılar ve saygıya inandılar
Senin gibi..benim gibi...";;Mor ve Ötesi - 1945
"Teoman - Ruhun Sarışın
Güneş doğmuş sokaklarda
Akşamdan kalan sabahlar
Çınlayan topuk sesleri
Dansediyor kaldırımda
Uzaktan bir gitar sesi
Karışıyor adımlara (nananana)
Akmış ter damlaları
Mazgallarıma bacaklarından
Artık istesem de koşamam
Sımsıkı tutmuşsun yakamdan
Ben de vazgeçip kaybolurum
Esmer ıslak vücudunda (nanananna)
Acıtıyor güzelliğin, farkında mısın?
Tenin esmer, ruhun sarışın
Çağırıyorsun günaha, sen şeytan mısın?
Tenin sıcak, tenin kıvrak, ruhun sarışın
Günler geceler geçmiş
Kaç tane hiç anlamadan
Vücudum seni özlemiş
Hayal etmiş durmadan
Doğru yanlış hiç anlamam
Ruhumu sana sattığımdan (nananananna)
Acıtıyor güzelliğin, farkında mısın?
Tenin esmer, ruhun sarışın
Çağırıyorsun günaha, sen şeytan mısın?
Tenin sıcak, tenin kıvrak, ruhun sarışın
Acıtıyor güzelliğin, farkında mısın?
Tenin esmer, ruhun sarışın
Çağırıyorsun günaha, sen şeytan mısın?
Tenin sıcak, tenin kıvrak, ruhun sarışın.";;Teoman - Ruhun Sarışın
"maNga - Bize Müsaade Ettim
Sen olmadan ben zamansız kuruyan bir dal
Biz olmadan martılar sanki aynı gülmüyor gibi
Geçer diye hiç dualara ihtiyaç duymadım
Bu kez dinmedi ah çaldı rüzgar beni senden

Son şarkım bu yine sana
Öldüm ben hep zevkle yanında
Var oldum arsız yokluğunda
Son perde gitmek düşer bana

Karlar altına mahkum
Buruk bir ilkbahar oldum ben
Bembeyaz düşler görüp titredim
Bugün ilk defa bize müsaade ettim
Ateşine düştüm düşeli
Son şarkım bu yine sana
Öldüm ben hep zevkle yanında
Var oldum arsız yokluğunda
Son perde gitmek düşer bana

Zaman gelip geçer önce süründürür
Ezip yener sonra unutturur
Diler gider o olmasa bile
Hayat devam eder

Zaman gelip geçer önce süründürür
Ezip yener sonra unutturur
Hiç böyle bitmesini istememiştim";;maNga - Bize Müsaade Ettim
"Pinhani - Ankara Gel Dedi
Ankara gel dedi
Ankara kal dedi
Karşılıksız sevdim seni
Karşılıksız sevdim seni
Karşılıksız sevdim seni Ankara

Ankara bir kedi
Hiç bana gülmedi
Karşılıksız sevdim seni
Karşılıksız sevdim seni
Karşılıksız sevdim seni Ankara
Bir şarkımız olsun isterdim
Bir hatıra kalsın isterdim
Kaç ‘NEFES' almıştık Kızılay'da

Son kez olsun sarıl bana
Son kez olsun sarıl bana
Son kez olsun sarıl bana Ankara

Ankara sen gibi,
Terk edip gitmedi";;Pinhani - Ankara Gel Dedi
"Aylin Aslım - Sen Mi?
Bu köyden çıkış yok mu
Senden kurtuluş yok mu
Senden ve senin türünden
Başka bir hayat yok mu
Huzur istedik çok mu
Senden ve senin türünden

Gel, köşeleri tutmadan gel
Pisliğe batmadan, çamura yatmadan gel
Gel, bileğinin hakkıyla gel
Kimsenin altına yatmadan, üstüne basmadan gel

Sen mi beni öldüreceksin
Sen mi beni durduracaksın
Tırnaklarımla kazdığım yoluma mı çıkacaksın?
Sen mi beni öldüreceksin
Sen mi beni yıldıracaksın
Bunca yıl kanımla doydun
Canımı mı alacaksın?

Meydan senin, madem sensin lider
İki elim mızrak, iki göğsüm siper
Yüzleşmeye çağırsam da gelmezsin
Sırtımdan vurulursam, o kurşun sensin
Bu köyden çıkış yok mu
Senden kurtuluş yok mu
Senden ve senin türünden

Gel, köşeleri tutmadan gel
Pisliğe batmadan, çamura yatmadan gel
Gel, bileğinin hakkıyla gel
Kimsenin altına yatmadan, üstüne basmadan gel

Sen mi beni öldüreceksin
Sen mi beni yıldıracaksın
Bunca yıl kanımla doydun
Canımı mı alacaksın?

Meydan senin, madem sensin lider
İki elim mızrak, iki göğsüm siper
Yüzleşmeye çağırsam da gelmezsin
Sırtımdan vurulursam, o kurşun sensin
Sırtımdan vurulursam, o namert sensin

Sen mi beni öldüreceksin
Sen mi?";;Aylin Aslım - Sen Mi?
"Kurban - Dur Gitme
Dur sakın gitme
Kal gözüm sende
Boşuna kaçma dönüşün yok
Kaçma bana gel ölelim seninle
Laþem kaldı ellere
Ruhumu ateşlere
Kefene sarıp atıver elinle
Dur sakın gitme
Kal gözüm sende
Boşuna kaçma dönüşün yok
Kaçma ne olur ölelim seninle
Lasem kaldı ellere
Ruhumu ateşlere
Kefene sarıp atıver elinle";;Kurban - Dur Gitme
"Şebnem Ferah - Bırak Kadının Olayım
Bu şarkı bir haykırış
Bir öpücük, sıcak bir kış
Bir demet gül
Bir dokunuş

Bu şarkı bir yalvarış
Bitmesin sürsün bu düş
Sende düşün sende konuş
Nereye..
Gider bu aşk
Nereye..
Dur gitme
Bırak kadının olayım";;Şebnem Ferah - Bırak Kadının Olayım
"Duman - Ah
Yarışmadı
Yenilmedi
Açık seçik sizle oynamadı
Gerilmedi
Sanılmasın yine basmış onu bulantılar
Yanılmasın öyle dalga geçen yabancılar
Ah, eğleniyor kendi başına
Ah, neşesi yeter
Ah, umurunda mı sandın bu dünya
Ah, neşesi yeter
Konuşmadı
Hiç duymadı
Açık seçik sizle takılmadı
Daralmadı
Ah, eğleniyor kendi başına
Ah, neşesi yeter
Ah, umurunda mı sandın bu dünya
Ah, neşesi yeter
Ah, eğleniyor kendi başına
Ah, neşesi yeter
Ah, umurunda mı sandın bu dünya
Ah, neşesi yeter
Ah...
Ah...
Ah...
Ah...";;Duman - Ah
"Mor ve Ötesi - Anlatamıyorum
Ne oldu karıştı her şey
Korktum sözüm bir adım geriye
Şimdi duyor musun
Her şey ama her şey geçer

Sakinsin biraz derdin var
Kendi kendine dünyayı ters cevirmişsin
Bir şey biliyor musun

Ben doğduğumdan beri hep böyleyim
Ne çok şey gizlemişim rüyalarıma
Ne kadar çok hüzün yüklü omuzlarında Bir şey içsen sorunları çözsen
Olur mu olur mu

Bir yer var biliyorum
Her şeyi söylemek mümkün
Epeyce yaklaşmışım
Duyuyorum anlatamıyorum

Biliyorum karıştı her şey";;Mor ve Ötesi - Anlatamıyorum
"Teoman - Kardelen (Akustik)
Bir telefon çığlığıyla
Yalnız bir güne uyandım
Bir an yanımdasın sandım
Dün de yok,yarın da yok
Sonsuz bir şimdi içinde
O an nefessiz kaldım

Başka türlü birşey bu
Yalnız seni isteyen
Başka türlü birşey bu
Sen gelsen aniden

Kardelen,uçup gittin elimden
Peki,yine döner misin?
Sen kardelen,açıversen yeniden
Beni hala ister misin?

Aynı cümleyi on kere okurum
Bir şey anlamam, çünkü
Aklım hep sende
Eski bir rüya uğruna
Başka bir rüyaya tutundun, keşke
Anlasan sen de

Başka türlü bir şey bu
Yalnız seni isteyen
Başka türlü bir şey bu
Sen gelsen aniden

Kardelen,uçup gittin elimden
Peki,yine döner misin?
Sen kardelen,açıversen yeniden
Beni hala ister misin?

Sen kardelen,uçup gittin elimden
Peki,yine döner misin?
Sen kardelen,açıversen yeniden
Beni yine sever misin?

Başka türlü bir şey bu
Yalnız seni isteyen
Başka türlü bir şey bu
Sen gelsen aniden

Kardelen,uçup gittin elimden
Peki,yine döner misin?
Sen kardelen,açıversen yeniden
Beni yine ister misin?

Sen kardelen,uçup gittin elimden
Peki,yine döner misin?
Sen kardelen,açıversen yeniden
Beni yine sever misin?
Beni yine ister misin?
Beni hala sever misin?

Kardelen..
Kardelen..
Kardelen..";;Teoman - Kardelen (Akustik)
"Athena - Kafama Göre
Kuralı yok, kuralı yok
Hayat senin gibi delisi yok
Yaşıyorum gelişine takılıyorum kafama göre
Kafama göre, kafama göre
Karışmasınlar, dokunmasınlar
Ben böyle keyfime bakıyorum
Bozuk düzen öylesine takılıyorum kafama göre
Kafama göre, kafama göre
Arada ayıp ederim
İstemeden kırarsam
Kalbini
Kusura bakma
Arada ayıp ederim
Ansızın gidersem yanından
Kusura bakma
Kuralı yok, kuralı yok
Hayat senin gibi delisi yok
Yaşıyorum gelişine takılıyorum kafama göre
Oooo, oo
Takılıyorum kafama göre
Oooo, oo
Yaşıyorum ben kafama göre
Kafama göre
Kafama göre";;Athena - Kafama Göre
"maNga - Evdeki Ses
Evdeki ses, evdeki ses bam bam
Sene 2009, şamataya devam
Mikrofonda Alper Aga, yanımda maNga
Hadi, hadi durma, hadi zıpla

Evdeki ses, evdeki ses bam bam
Mikrofonda Ferman, ter akıyor sırtımdan
Kolay değil böyle rapte yerinde durmak
Zıplamak, hoplamak, çılgın gibi bağırmak
İçimden geliyor vahşice kudurmak
İyi dinle gerçekler şimdi başlayacak

Uzun lafın kısası Ankara'da başladı
Melez bir manita yanıma yanaştı
Timberland ayakkabı, ceketi de Carhartt
Bırak bu ayakları hepsi bayat
Biraz laklak, şamata ve gürültü
Anlayın artık, Ferman işi götürdü
Sana mı gidelim, yoksa bana?
Komşular görmesin, söyler hemen anama
Bir gecelik aşkta yirmi beş pozisyon
Fanfinifinfon seksi don Bir, iki, üç, dört raunt sonra
Manita oldu mahfiş, ben ise bomba
Bunca heyecana vallahi ki pes
Tez katıl bize sen de evdeki ses

Evdeki ses, kes stres yaratma
Hepimiz eğlenmeye geldik buraya
Bir, iki, ses kontrol, mikrofon elimde
Yaklaş çekinme, hele bir beni dinle
Benim adım Alper ama bana ""Ağa"" derler
Söylediğim sözler tır gibi ezer geçer
Aynı boks maçına benzer
İlk rauntta nakavt ve galip Alper

Karakan bomba gibi,""niye"" diye sorma
Duyuyorsun işte direnme boşuna
Hoşuna gidiyor işte, boşuna inkar etme
Al sana Karakan ve maNga'dan bir hediye
İleriye bak, geçmişe kafa takma
Bağır, çağır, tepin, zıpla, atla
İyice bir terle, iç bir soğuk ayran
Bizim gibi delilere her gün bayram";;maNga - Evdeki Ses
"Yüksek Sadakat - Belki Üstümüzden Bir Kuş Geçer
Gül renginde gün doğarken
Boğazdan gemiler usulca geçerken
Gel çıkalım bu şehirden
Ağaçlar gökyüzü ve toprak uyurken
Dolaşalım kumsallarda
Çılgın kalabalık artık uzaklarda
Yorulursan yaslan bana
Sarılıp uyuyalım gün batımında
Belki üstümüzden bir kuş geçer
Kanadından bir tüy düşer
İner döne döne gökyüzünden
Hiç bir yüz güzel değil senin yüzünden
Haydi kalk gidelim bu şehirden
Gün doğarken ya da güneş batarken
Belki kuşlar geçer üstümüzden
Kanatlanır senin ellerinden
Ellerinden
Gül renginde gün doğarken
Boğazdan gemiler usulca geçerken
Gel çıkalım bu şehirden
Ağaçlar gökyüzü ve toprak uyurken
Dolaşalım kumsallarda
Çılgın kalabalık artık uzaklarda
Yorulursan yaslan bana
Sarılıp uyuyalım gün batımında
Belki üstümüzden bir kuş geçer
Kanadından bir tüy düşer
İner döne döne gökyüzünden
Hiç bir yüz güzel değil senin yüzünden
Haydi kalk gidelim bu şehirden
Gün doğarken ya da güneş batarken
Belki kuşlar geçer üstümüzden
Kanatlanır senin ellerinden
Haydi kalk gidelim bu şehirden
Gün doğarken ya da güneş batarken
Belki kuşlar geçer üstümüzden
Kanatlanır senin ellerinden
Ellerinden";;Yüksek Sadakat - Belki Üstümüzden Bir Kuş Geçer
