şarkı sözleri;;"﻿şarkı sözleri;;şarkı ad"
"Ayçin Asan – Çok Zor Şarkı Sözü





Ben seni bir kere bile öpmedim ki
Varlığım sanki hep senindi
Bir gülüş, bir bakış bekledim durdum
Bir selamın gelmedi
Alın yazım saklanır kaderimde
Sen benimsin yalnız hayallerimde
Aşkın beni çözen tek cevapsız bilmece
Biliyorsun değil mi
Çok zor aşk bu
Yok ki karşılığı sende
Çok zor aşk bu
Yok ki benzeri
Çok zor aşk bu
Yok ki karşılığı sende
Çok zor aşk bu
Yok ki benzeri
Ben sana hiç ihanet etmedim ki
Başka kimseyi düşünmedim ki
Bekledim, özledim, küstüm, barıştım
Kalbim hep seninleydi
Alın yazım saklanır kaderimde
Sen benimsin yalnız hayallerimde
Aşkın beni çözen tek cevapsız bilmece
Biliyorsun yazık ki
Çok zor aşk bu
Yok ki karşılığı sende
Çok zor aşk bu
Yok ki benzeri
Çok zor aşk bu
Yok ki karşılığı sende
Çok zor aşk bu
Yok ki benzeri
Çok zor aşk bu
Yok ki karşılığı sende
Çok zor aşk bu
Yok ki benzeri
Çok zor aşk bu
Yok ki karşılığı sende
Çok zor aşk bu
Yok ki benzeri";;Ayçin Asan – Çok Zor 
"Hande Ünsal – Daha İyi Şarkı Sözü





Hande Ünsal – Daha İyi şarkı sözleri:
Yalan değil;
İyi değilim, delirir gibi
Fotoğraflara sarılıp ağladığım doğru
Yalan değil; çalan kapıya, telefona
Sen sanıp koşa koşa gittiğim doğru 
Yalan değil
Yalan değil
Yalan değil
Dön diye ölüyorum ama
Dönmesen daha iyi
Hala çok seviyorum çok seviyorum ama
Sevmesem daha iyi
Sana bir şans daha vermek
Sonuma imza olur
Elini bir daha tutmaktansa
Ölürüm daha iyi";;Hande Ünsal – Daha İyi 
"Feride Hilal Akın – Kim Şarkı Sözü





Kim Fani, Kim Sahi..
Kim Şahidimdir, Bekledim Kendim Olan Halim
Dinlemeyip Geçtiler Üstümden
Tam Tahminim Gibi
Bir Mana Bul Al Beni
Ruhum Bedenimle Yaratır Bir Armoni
Sar Çevremi, Bütün Evreni, Sar Dengimi
En Dengine, Dengi Dengime
En Derine, Kendi Bildiğime
En Rengine, En Rengine
Bilmediğim Bir Denizde
En Dengine, Dengi Dengime
En Derine, Kendi Bildiğime
En Rengine, En Rengine
Kim Fani, Kim Sahi..
Kim Şahidimdir, Kim Kim Kim Kim Şahidim
Kim Fani, Kim Sahi..
Kim Şahidimdir, Kim Kim Kim Kim Şahidim
Aynalardan Kaçıyoruz Hep, Aynılara Doğru
Kalıplara Sığınıyoruz, Yok Mu Bunun Olur Yolu
Kim Fani, Kim Sahi..
Kim Şahidimdir, Bekledim Kendim Olan Halim
Dinlemeyip Geçtiler Üstümden
Tam Tahminim Gibi
Bir Mana Bul Al Beni
Ruhum Bedenimle Yaratır Bir Armoni
Sar Çevremi, Bütün Evreni, Sar Dengimi
En Dengine, Dengi Dengime
En Derine, Kendi Bildiğimle
En Rengine, En Rengine
Bilmediğim Bir Denizde
Kim Fani, Kim Sahi..
Kim Şahidimdir, Kim Kim Kim Kim Şahidim
Kim Fani, Kim Sahi..
Kim Şahidimdir, Kim Kim Kim Kim Şahidim";;Feride Hilal Akın – Kim 
"Mirac – Kaç Gemi Battı Şarkı Sözü





Kaç gemi battı kaç sefer öldüm
Kaç kez kaybettim kaç beni öldürdüm
Derde dürüldüm tenine gömüldüm
Aşkın şarabından  deliye döndüm
Kederime gülerim ben yarim
Kaderime dost ahvalim
Ne acılarıma küstüm ne
Ne de kaldı bi mecalim
Dağları aştım hep başımda duman
Aradım taradım bulmadım derman
Olmadı halime kimse tercüman
Yolun sonuna dek aynıyım inan
Hep inandın bana kesmedin ümidi
Batmadım batağa uzattın ipini
Yar bu dünya bana dar
Aslında yokum
Her şey bir illüzyon ve Matrix doğruydu
Gözümü kapattım gördüm doğruyu
Tüm her şey sizin olsun ben buldum yolumu
Kaç gemi battı kaç sefer öldüm
Kaç kez kaybettim kaç beni öldürdüm
Derde dürüldüm tenine gömüldüm
Aşkın şarabından  deliye döndüm
Kurumadı yaşı gözümün ah çeker dilim
Kapalı bir kutu gibi meçhul halim
Yanıyor bu içim ama yok şikayetim
Yazarı bellidir o kitapta yazar halim
Olamıyorum olmaya çalışıp da
Dolamıyorum testi gibi su yolunda
Kırılıyorum düşe kalka yolunda
Yoruluyorum ama yılmıyorum
Nereden geldim nereye gidiyorum
Olduğum hale bin şükür ediyorum
Aslında her şeyi tek tek görüyorum
Yol sizin olsun ben o yolun ruhuyum
Bilemem nereye bu gidişin sonu
Yanıyo ciğerim atıyo kurşunu
Evvelden adımı bilenler olduğu
İçin bu savaşa devam ediyorum
Ve tırtıl sonunda kelebek oldu bak
Yelkovan geceyi vurdu sabaha yan
Kaç gemi battı,kaç sefer öldüm
Kaç kez kaybettim,kaç beni öldürdüm
Derde dürüldüm,tenine gömüldüm
Aşkın şarabından  deliye döndüm
Kaç gemi battı kaç sefer öldüm
Kaç kez kaybettim kaç beni öldürdüm
Derde dürüldüm tenine gömüldüm
Aşkın şarabından deliye döndüm";;Mirac – Kaç Gemi Battı 
"Kahraman Deniz – Uzak Gelecek Şarkı Sözü





Kahraman Deniz – Uzak Gelecek şarkı sözleri:
Tüm anlamları ve cevapları bulmuşken
Bilmem gerekeni bildiğimi sanıyordum
Sen dünyaya küfürler saçıyorken
Ben toplumcu şiirler yazıyordum
Kendime bir söz vermiştim ve sözümde durdum
Şimdi yalanlar var yamacımda
Ben de az değilim, ne dallara kondum!
Ama yuvam senin ağacında
Vursam devirir miyim on adam?
İlham da, hüzün de bu havadan
Bize bu acılar anadan-babadan kalmış, sevgilim
Yüzün aklıma geldi dün akşam
Tek dal kalmıştı sigaradan
Mutsuz hayatlar bize sıradan olmuş, sevgilim
Aslında uzak gelecekte,
Bir hamakta ve tek başımayken
Dünyaya en iyi şarkımı susarak söyleyeceğim
Kapına gelemem elde çiçekle
Benim aram iyi börtü-böcekle
Seviyorsam bir çiçeği, onu bahçeme ekeceğim
Sana bir söz vermiştim ve sözümde durdum
Olmak için doğduğuma dönüştüm
Belki fazla değil, ama yine de huzur buldum
Gerekenden fazlasını bölüştüm
Vursam devirir miyim on adam?
İlham da, hüzün de bu havadan
Bize bu acılar anadan-babadan kalmış, sevgilim
Yüzün aklıma geldi dün akşam
Tek dal kalmıştı sigaradan
Mutsuz hayatlar bize sıradan olmuş, sevgilim";;Kahraman Deniz – Uzak Gelecek 
"Murat Dalkılıç – Kim Kafa Tutabilmiş Aşka Şarkı Sözü





Murat Dalkılıç – Kim Kafa Tutabilmiş Aşka şarkı sözleri:
Seviyorsan söyle bence
Yüzüne yüzüne
Baka baka gözüne
Resimlerine değil ama!
Bu defa kendisine 
Daha ne kadar atacak kalbin
İçine içine
Çeke çeke içine
Açıl artık en azından
Bi şansını dene 
Yalnızsın sanma!
İnan herkes aynı durumda..
Onlardan olma!
Gelme oyuna! 
Bu nasıl hikaye, bu nasıl hayat
Yarısı ezber yarısı arak
Kim kafa tutabilmiş aşka? 
Olursa olur, olmazsa bırak…";;Murat Dalkılıç – Kim Kafa Tutabilmiş Aşka 
"Soner Arıca – Bitmeyen Sevda Şarkı Sözü





Soner Arıca – Bitmeyen Sevda şarkı sözleri:
Kim ilaç olacak olmuyor işte
Biten günün ardında yine yalnızlık
Dokunmak istesem gel geç aşklara
Her son aynı esaret aynı karanlık
Bütün bir ömrümü gözden geçirdim
Ufalandım bir yerlerde bazen elendim
Her şeye rağmen yine birini seçseydim
Gidenlerden beni yeniden aşkla saracak sen olurdun
Seneler geçse bile üzerinden
Vazgeçmez bu gönül vazgeçmez senden
Yazdım silinmez yazılarla
Silemezler seni yüreğimden
Seneler geçse bile üzerinden
Bitmeyen bir sevdasın derinimde
Yazdım silinmez yazılarla
Silinmez bir sevdasın yüreğimde";;Soner Arıca – Bitmeyen Sevda 
"Bengü – Günaydın Şarkı Sözü





Bengü – Günaydın Sözleri:
Bir umutsun, ne güzelsin
Beni sevdin biliyorum
Kalbim sana çarptı
Heyecandan ölüyorum
Yüzünü göreli, içim açılalı
Abayı yakalı, derdim şifalı
Dilimin ucuna,yüreğe yazılı
Bilirim ikimiz de sevdalı
Bi’ daha hisseder miyim diyordum böyle bir aşkı
Uyanıp gündüze gülerek diyebilmekmiş günaydın
Hele bi’ yanıma uzanıp uyu da, uzaklar olur yakın
Kötü günler geride kaldı artık güldü bana bahtım.";;Bengü – Günaydın 
"Gökhan Türkmen – Sır Şarkı Sözü





Hayalimde bir gemi
Her şeyden uzak
Dünyadan kaçabildiğim tek sığınak
Yolcusu yok, yolcusu çok
Muamma işte
Anla karnım tok
Düşürdüm oyuncağımı yerlere
Kimse buldu mu, kimse gördü mü, bilemem
Uçurdum gemiyi her yere
Gördüklerimi hiç kimselere söyleyemem
Sır
Sorma, söylemem
Sır
Gelme, beklemem
Sır
Bakma, göremem
Sır
Sevme, sevemem
Dönemem, gülemem";;Gökhan Türkmen – Sır 
"Yiğit Mahzuni – Sırası Değildi Şarkı Sözü





Yiğit Mahzuni – Sırası Değildi şarkı sözleri:
Verdiğin sözünü tutamadın,
Gülüşün gözümde kaldı, unutamadım.
Bu yağmurlar hayat vermez,
Kurumuş çiçeklere.
Soldu gönül bahçemde,
Yaşatamadım.
Sırası değildi seninle,
Yine ayrılıp olmanın; el gibi.
Karası sürüldü kalbe,
Hiç inanmadım bittiğine; sahi mi?
Arası açıldı benimle,
Yine gözümde kaldı hayal gibi.
Yarası dağıldı serde,
Yedi tüketti aşkımı sevgimi..";;Yiğit Mahzuni – Sırası Değildi 
"Anıl Durmuş ft. Kutsal Kaan Bilgin – Dert III Şarkı Sözü





Bu derdime bu gönlüme, deva değil hiçbir gece
Seni de beni de yakar bu dert inceden
Sevmeli mi görmeli mi, bu derdimi bilmeli mi
Kıyıdan köşeden iki kelam etmedi
Ah etmem durmaz kanar
Dert içen diken sever
Yorgunla yoldaş olan ağlar
Ölmeli mi gülmeli mi
Bu derdimi bilmeli mi
Ölmeli mi gülmeli mi
Bu derdimi…
Kar olup dallardan sarkarak
Uzanıyorum vadinin ilkbaharına
Bir damla olup rüzgarın önünde
Soğuk bir kaynak gibi
Çiçeklere yağıyorum
Çürüyorlar çevremde
Bir bataklığı kuşatırcasına
Ben, hep ölümü düşünmek gibiyim
Uçarcasına geçiyorum bütün cennetlerin
Emin diye bilinen mekanlarından
Bana göre değil çünkü sakin yürümek
Sütunları devirip duvar altlarını oyuyorum
Ta ağzına dalıyorum çağlayanların
Ve dağlardan çığları yuvarlıyorum
Ben, günü bölen çan sesleri gibi
Barışın ve mutluluğun yakasına yapışan
Ve olgun tarladaki orakları andıran
O büyük dünya korkusunun çocuğuyum
Ben, hep ölümü düşünmek gibiyim
Ah etmem durmaz kanar
Dert içen diken sever
Yorgunla yoldaş olan ağlar
Ölmeli mi gülmeli mi
Bu derdimi bilmeli mi
Ölmeli mi gülmeli mi
Bu derdimi…";;Anıl Durmuş ft. Kutsal Kaan Bilgin – Dert III 
"Nahide Babashlı – Benim Hikayem Şarkı Sözü





Kendime bir mezar kazarken buldum
Mezarın içinde ben, benim de içimde sen
Düşünmekten, ağlamaktan yoruldum
Kalbimin içinde sen, kalbinin dışından ben
Nakarat
Bu hikayede yanan ben oldum
Bir gülüşe kanan ben oldum
Suçlu sen değilsin benim aslında
Her hatana susan ben oldum(2x)
Yüreğimi yakan alevlerde boğuldum
Alevin kendisi sen, kendimin düşmanı ben
Ateşin üstünü toprağımda soğuttum
Soğuyan toprağım ben
Toprağın içinde sen
Nakarat
Bu hikayede yanan ben oldum
Bir gülüşe kanan ben oldum
Suçlu sen değilsin benim aslında
Her hatana susan ben oldum";;Nahide Babashlı – Benim Hikayem 
"Tuğçe Haşimoğlu – Sen Gibi Şarkı Sözü





İsteğini karşılayamam
hislerimi sözle anlatamam
hayatına göz bağlamam sevgilim
içimde hayali yıkamam
Gözyaşın akmasın kıyamam
Okyanusum sensin dalamam sevgilim
Ne senle ne sensiz yapabildi
Ne yerde ne gökte bulabildi
Bu kalp acıların tek adresidir
Ne evde ne sokakta barınabildi
Ne hasta ne de yasta bulunabildi
Bu kalp gözyaşın tek sebebidir
Ve sen gibi biri beni öldürüp öldürüp bitiriyor
Duyguları talan ediyor, uykularım ziyan oluyor
Ve ben gibi biri bizi aşk sularında hep yürütüyor
Tutkularım hiç değişmiyor, kaygılarım hep yenileniyor
Ve sen gibi biri beni öldürüp öldürüp bitiriyor
Duyguları talan ediyor, uykularım ziyan oluyor
Ve ben gibi biri bizi aşk sularında hep yürütüyor
Tutkularım hiç değişmiyor, kaygılarım hep yenileniyor";;Tuğçe Haşimoğlu – Sen Gibi 
"Rauf – Yandım Şarkı Sözü





Gidene yanıyorum
Kalana bir çare
Nankörü görüyorum
Gönül hep avare
Kalbimde yangın yeri
Düşüyorum derde
Gelip vursunlar beni
Gözyaşlarım yerde
Yak elinde ne varsa bir kenara bırak
Üzülmeye değer mi
Zaman çare değil kanayan yarama
Akıl buna yeter mi
Yandım ben Allah’ım bende yandım
Dünyanın dertleri biter mi sandım
Yandım aman Allah’ım bende yandım
Dünyanın rengine nasıl inandım.";;Rauf – Yandım 
"Bora Duran – Başgan Şarkı Sözü





Yeter ulan yeter artık kendimizi bulamadık
Aklımızdan geçenleri bir türlü yapamadık
Kalbimiz kurudu yoktan ölüyoruz yavaştan
Bir mucize bekliyorum haydi bu gece başgan
Bugün değilse ne zaman ateşi yakıyorum
Dans edip yörüngende dönüp duruyorum
Telefondan kafanı Kaldırsan görürsün belki
Bak karşında duruyor aradığın kişi
Bir fırsat ver bekliyorum
Beni görsen istiyorum
Çok mu fazla oluyorum
Üzme be bizi başgan
Kafanı kaldırıp bana şöyle birazcık baksan
Hayatın gerçeklerine okurum meydan
Bugün değilse ne zaman ateşi yakıyorum
Dans edip yörüngende dönüp duruyorum
Telefondan kafanı Kaldırsan görürsün belki
Bak karşında duruyor aradığın kişi
Gel kandili yakalım bu gece
Hayrola ne oldu ki böyle bir acele
Herkes kim bana söyle bir de hele
Bırak konuşsunlar başgan
Biz bize sofrayı kurarız
Ortaya rakıyı da şarabı da koyarız
Gelen ağam giden paşam
Kim tutar bizi başkan
Bugün değilse ne zaman ateşi yakıyorum
Dans edip yörüngende dönüp duruyorum
Telefondan kafanı Kaldırsan görürsün belki
Bak karşında duruyor aradığın kişi";;Bora Duran – Başgan 
"Mustafa Sandal & Zeynep Bastık – Mod Şarkı Sözü





Bi kere kırıldım
Bi daha kurulmam
Bozulup söküldüm
İçime içime
Neler yaşattın
Canımı yaktı çok
Yine de üzülme
Olurda derdime düşersen
Dönemedim diye merak edersen
Suçlayıp kendini avutma
Başa dönüp kendimi savunmam
Bi kere bu moda girdin mi
Çıkamıyosun bi tanem
Burda fazla durdun mu
Utanıyosun aşktan
Bi kere bu moda girdin mi
Çıkamıyosun bi tanem
Burda fazla kaldın mı
Çekiniyosun aşktan";;Mustafa Sandal & Zeynep Bastık – Mod 
"Pınar Süer Feat Heijan – Anne Şarkı Sözü





Dün gece gördüm düşümde
Seni özledim аnne
Elin yine ellerimde
Gözlerin аğlаmаklı
Gözyаşlаrını sildim аnne
Cаmlаr düştü yerlere
Elim elim kаn içinde
Yаnımа gel yаnımа аnne
İki yаnımdа iki polis
Ellerim kelepçede
Beni bul beni bul аnne
Cаmlаr düştü yerlere
Elim elim kаn içinde
Yаnımа gel yаnımа аnne
İki yаnımdа iki polis
Ellerim kelepçede
Beni bul beni bul аnne";;Pınar Süer Feat Heijan – Anne 
"Oğuz Berkay Fidan – Kül Şarkı Sözü





Diyorlar ki her gün karşılaştığımızda
Nerede seninki diye
Bir sürü martaval okuyorum hepsine
Gerçeği diyemiyorum diye
Fırtınalar sönmedi aramızdaki
Gün geçtikçe artarak esti
Bitmedi çile, bitmedi bu azap
İkimizin arasındaki
Sar beni gülüşünle, al götür uzaklara
Yak beni ateşinle, kül olayım kül gözlerinde";;Oğuz Berkay Fidan – Kül 
"Ceren Cennet – Kördüğüm Şarkı Sözü





Çok sevdim vicdansız
Tutmadım sevdam hesapsız
Gönlün sözü belli
Ömrüm bildim seni
Hiç mi sevmedin
Hiç mi hissetmedin beni 
Şimdi ben nereye neden nasıl kime gideyim
Yok yolum yordamım ben öleyim
Kimsesiz çaresiz aşksız kaldım
Kime nasıl neden yalan söyleyeyim
Terkedip de gitti mi diyeyim
Kördüğüm olmuşken kalbim
Parçalandı yüreğim";;Ceren Cennet – Kördüğüm 
"Ayla Çelik – Aşık Oldum Giderken Şarkı Sözü





Ne çok şey kattın ömrüme
Hiçbir şey seninle bir tutulmuyor
Ben mutlu olmayı senden öğrendim
Senin gibi gidenler unutulmuyor
Bu sevda ancak seninle sevda olurdu
Seni tanımak bile benim için gururdu
Belki geçti belki erken
Ayrılık zor çok severken
O gün sana bir kez daha
Âşık oldum giderken
Belki geçti belki erken
Ayrılık zor çok severken
O gün sana bir kez daha
Âşık oldum giderken
Ne çok şey kattın ömrüme
Hiçbir şey seninle bir tutulmuyor
Ben mutlu olmayı senden öğrendim
Senin gibi gidenler unutulmuyor
Bu sevda ancak seninle sevda olurdu
Seni tanımak bile benim için gururdu
Belki geçti belki erken
Ayrılık zor çok severken
O gün sana bir kez daha
Âşık oldum giderken
Belki geçti belki erken
Ayrılık zor çok severken
O gün sana bir kez daha
Âşık oldum giderken
Belki geçti belki erken
Ayrılık zor çok severken
O gün sana bir kez daha
Âşık oldum giderken";;Ayla Çelik – Aşık Oldum Giderken 
"Cevher – Duacı Şarkı Sözü





Gel otur şöyle
Biraz konuşalım mı seninle?
Dün bahsettiklerini şimdide söyle
Sakın kaçırma gözlerini benden
Açık açık sevmiyorum desene
Hatalıyım biliyorum
Affet beni lütfen
Seni hala deli gibi
Seviyorum zaten
Ne olur susma
Cevap ver bana
Bittim beklemekten
Delinim hastanım
Sevmene muhtacım
Belki de çocuğum
Masumum inanmadın
Aşığım şahidim
Biliyor Allah’ ım
Her daim senle olsun
Vebali ağırdır
Yargısız infazının
Nefes yok hayat yok
Karanlığım yalnızım
Sorsam da cevap yok
Kesilmiş hesabım
Günahın büyük duacınım";;Cevher – Duacı 
"Gökçe – Bu Kalp Şarkı Sözü





Arıyorum o ilgini
İlk baştaki sevgini
Kalbindeki açık yara
Nasır tutmuş besbelli
Gidiyorum buralardan
Senden çok uzaklara
Artık kolay kolay düşmem
Ben böyle aşk tuzağına
Olmuyor sensiz olmuyor
Denedim yerin dolmuyor
Eğer bir gün gelirsen
Bu kalp hep seni bekliyor
Geziyorum, tozuyorum
Gecelere akıyorum
Kalabalıklar içinde
Sensiz yalnız kalıyorum
Gülüşünü, öpüşünü
Silemedim aklımdan
Arkadaşlar sohbetler
Susmamız gibi güzel değil";;Gökçe – Bu Kalp 
"Tuğba Yurt – Masal Şarkı Sözü





Başının altında, yabancı omuz
Kaderin yazdığına teslim ruhumuz
Güvendiğim ne varsa hep yıkık, dökük
Dün çoktuk, bugün az, yarın yokmuşuz
İki kalbin cezası, aynı değilken
Kırılanın rızası alınmamışken
Her ayrılık gibi zamansız erken
İzini bırakıyor masal biterken
Kirpikten damla düşmeden dön
Sevabı sana yazılsın
Ayrılık ölümden farklı değilken sen
Hala nasıl hayattasın";;Tuğba Yurt – Masal 
"Tuğba Yurt – Aşk Ateşi Şarkı Sözü





Sonum oldun kayboldum
Cevabı olmayan bir soru oldun mu hiç
Yoruldum savruldum
Güneşe kavuşmayan
Geceyi gördün mü hiç
Gün gelir anılar
Acılarla birleşir
Habersiz olur bakmaz gözyaşına
Bilmez pek haddini
Aşar sınırları
Haykırışların dolaşır kaderinde
Gel gör beni duy sesimi
Yakıyor içimi içimi aşk ateşi
Hatıralar hep peşimde yalvarırım
Hadi kurtar beni";;Tuğba Yurt – Aşk Ateşi 
"Tuğba Yurt – Nöbetçi Şarkı Sözü





Biz hiç olmadık senle
Bir hayal gördük kayboldu
Çok güzeldi ama
Ne yazık ki sonu yoktu
Her kelime yeni bir yangının
Sebebi oldu giderken dedi ki
Sen üzülme yalvarırım sus
Git hadi söylenecek hiçbir şey yok
Seve seve ayrılalım dese de
Acıtsa da dili kalbim aşkına nöbetçi
Yine de kalbim aşkına nöbetçi";;Tuğba Yurt – Nöbetçi 
"Tuğba Yurt – Sığınak Şarkı Sözü





Neler çektin gönül
Onun umurunda değil
Bazı şeyler var insanın
Elinde değil
Sormaz ki o zalim
Neyin var neyin yok
Hayata küsme sakın
Suç sende değil
Sevdam yüreklerde hep olmuş ziyan
Bir ömür ateşlerde yürüdüm dayan
Diye diye zaman durdu içim ağır yaralı
Ne olur bir daha çalma kapımı
Bu dünya yalan
Yıllarım darma duman
Duymaz mısın içimde kıyametler kopar ömür çalan
Gittin gideli
Bu dünya yalan
Yıllarım darma duman
Görmez misin kalbim sığınak değil şimdi kör zindan
Bittin biteli";;Tuğba Yurt – Sığınak 
"Tuğba Yurt – Adı Aşk Şarkı Sözü





Bak dönüyor dünya
Ne seninle ne sensiz aslında
Olmuyor anladım , azalınca bu sevdadan
Haberin yok hiç iyi değilim
Buralarda bir tek selamına yeniğim
Sırf bu yüzden ben hala
Direniyorum sana gidemiyorum uzağa
Ah bi cayıp gelsen ihtimal ya
Yarım kaldık işte, aslında tek bir cümle
Gel apaçık adı aşk bunun işte";;Tuğba Yurt – Adı Aşk 
"uğba Yurt – Olan Olmuş Şarkı Sözü





Aşk yürek ister canım yani
Senlik bi durum yok
Seni bana sormasınlar artık
Hiç lüzumu yok
Aşılmıyo, çözülmüyo
Olan olmuş bize
Yine de kapamadım
Aralık kapılar
Yalnız sana değil aşka
Bugünün acısı, yarının anısı
Olacak nasıl olsa";;uğba Yurt – Olan Olmuş 
"Hasibe – Avara Şarkı Sözü





Değer mi sevda uğruna,
Böyle rezil rüsva olmaya,
Havada pilot olsan da yer yüzünde adam olmayınca,
Söyle neye fayda,
Konuş konuş beni ona buna söyle kimin umurunda,
Sarıp sarıp yatıp kalkıp kalkıp yine döndük mü en başa,
Gönlüm avara, gönlüm avara, gönlüm avara ,gönlüm avara
Değer mi sevda uğruna,
Böyle rezil rüsva olmaya,
Havada pilot olsan da yer yüzünde adam olmayınca,
Söyle neye fayda,
Konuş konuş beni ona buna söyle kimin umurunda,
Sarıp sarıp yatıp kalkıp kalkıp yine döndük mü en başa,
Gönlüm avara, gönlüm avara, gönlüm avara ,gönlüm avara
Konuş konuş beni ona buna söyle kimin umurunda,
Sarıp sarıp yatıp kalkıp kalkıp yine döndük mü en başa,
Gönlüm avara, gönlüm avara, gönlüm avara ,gönlüm avara";;Hasibe – Avara 
"İsmail YK – Mutluluk Budur Şarkı Sözü





Damarımda kanım can damarımsın
Canımsın sen canım kalp atışımsın
Koparsalar benden ölüm nedir ki
Dayanamam ben bırakmam seni
Dayanamam ben bırakmam seni
Mutluluğu çok gördüler çekemiyorlar
Korkuyorum canım gülüm
Beni sana vermiyorlar ooff
Seni bana vermezlerse
Asla vermem seni ellere
Aşkımızın gücü budur
Ölmek vardır dönmek yoktur
Seni bana vermezlerse
Asla vermem seni ellere
Aşkımızın gücü budur
Ölmek vardır dönmek yoktur..";;İsmail YK – Mutluluk Budur 
"Tuğba Yurt – Geliyo Geliyo Şarkı Sözü





Neyden çekiniyorsam, günlerdir beni her sabah arıyor
Güller kelebekler yollarda ziller bana çalıyor
Nasıl tutuşmuşsam aklım hepten bir karış havada
Yansın yanacaklar sorumluyum olacaklardan
Biliyorum o da hissediyor benimle aynı havayı soluyor
Bence şimdi tam da vakti söylemeli tatlı gerçekleri
Geliyo geliyo benim ki geliyor
Çaktırma normal davran ayarsızım bilmiyor
Allahım çok güzel bir de bana özel
Ne hayaller kurdum ben ona dair bilmiyor";;Tuğba Yurt – Geliyo Geliyo 
"Tuğba Yurt – Taş Yürek Şarkı Sözü





Açmıyor kalbim eskisi gibi
Aç susuz kaldı senden sonra
Kuytulara karıştı masumiyet
Ben sevmeyi göze aldım zararına
Canımdaki saflığı benden aldın götürdün
Dağıta dağıta
Sen tabi ki iyisin gökyüzümü üzdün
Kuruta kuruta
Beni sevmen neden bu kadar zor
Bir kalp aşktan ölürken diğeri sadece dekor
Zaman yoruyor ama bir şekilde geçiyor
Sendeki taş yüreğe artık kimse ağlamıyor";;Tuğba Yurt – Taş Yürek 
"Tuğba Yurt – Çürüdüm Şarkı Sözü





Yazdım çizdim vallahi bezdim canımdan
Kanımı kuruttun beni sen delirttin bir çekil yolumdan
Bir dediğin bir dediğini tuttu mu bir gün sözün söz değil
Biri kalk gidelim diyor diğeri otur gözün göz değil
Senin yüzünden!
Başım ağrıyor, saçım ağarıyor çürüdüm
İçim ağrıyor, dışım ağrıyor çürüdüm
Yanım ağrıyor, canım ağrıyor çürüdüm
Oram ağrıyor, buram ağrıyor çürüdüm
Yazdım çizdim vallahi bezdim canımdan
Kanımı kuruttun beni sen delirttin bir çekil yolumdan
Ufak ufak ufak ufak geldiler halim hal değil
Kalbi hadiselerden dolayı mesele mal değil";;Tuğba Yurt – Çürüdüm 
"Selçuk Şahin – Kıymet Şarkı Sözü





Selçuk Şahin – Kıymet Sözleri:
Boşuna geçmiş zaman
Seninle olan her şey yalan
Senden kalan bu hasar
Yakacak içimi azar azar
Yavaş yavaş
Senden kalan acılarla
Gidiyorum uzaklara
Paramparça yana yana
Bilmedin sen
Kıymet bilmedin
Görmedin hiç
Aşkımı sevgimi (sen)";;Selçuk Şahin – Kıymet 
"Ebru Polat – Anlayacaksın Şarkı Sözü





Ebru Polat – Anlayacaksın Sözleri:
İstemesen de dostlar sorar
Benden konuşacaksın
Evde her eşya sana delil
Aleyhime mi kullanacaksın?
Sevişirken başkasıyla
Benim kokum odanda
Aynalarda yansımam belirir
Geçemezsin uykulara
Tutulmadı vaatler
Nerede o sözünün eri?
Seni vurduğunda yeminler
Yıkanırsın elimin kiri
Hangi aşk vazgeçilmez demiştin
Hangi ten unutulmaz
Benimki unutulmaz anlayacaksın (ağlayacaksın)";;Ebru Polat – Anlayacaksın 
"Tuğba Yurt – Vurkaç Şarkı Sözü





Tuğba Yurt – Vurkaç Sözleri:
Dağılmışım toparlarım tek tek
Yanılmışım zamanla geçer elbet
Her gidişin sırtımda bir kırbaç
Sende oyunun kuralımı vurkaç
Oynarız erinmeyiz evelallah
Korkular bizde oyuncak oldular
Kaç bahar gelip geçti göğsümüzden
Yok oldu hatıralar
Seni kendime yar diye mi
Ateş olup üzerime yağ diye mi
Derman derdin kollarında
Ellere kal diye mi sevdim ";;Tuğba Yurt – Vurkaç 
"Zakkum – Güneşimi Kaybettim Şarkı Sözü





Dün akşam yüreğimden
Çıkarttım anıları
Yaşadım bir yangın gibi
İçimde acıları
Ben benden geçtim ama
Bir senden vazgeçemem
Dokunulmazımsın benim
Yüreğime hükmedemem
Güneşimi kaybettim,
Gözlerini görmem gerek
Yaşamaya dönmem için
Hasretini silmem gerek";;Zakkum – Güneşimi Kaybettim 
"Bilal Sonses – Neyim Olacaktın? Şarkı Sözü





Nerde o güzel günlerim nerde?
Bi’ gülüşün vardı ya devaydı her derde.
Geçmez dediğim ne varsa hayatta
Hepsi geçti gitti de, artık sende gelme.
Yazık çok yazık beni hiç haketmemişsin be..
Şimdi kendime bir hayat kurdum
Neyim olacaktın bak neyim oldun?
Dindi gözlerim bir hayal kurdum
Seni bulacaktım bak sizi buldum
Sormam seni bir başkasına
Koyma yerime kimseyi…";;Bilal Sonses – Neyim Olacaktın? 
