baslik,sarki_sozu
Hak Yarattı Alemi Aşkına Muhammed’in,"Hak yarattı alemi
Aşkına Muhammed’in
Ay ü günü yarattı
Şevkine Muhammed’in
 
Ol dedi oldu alem
Yazıldı levh ü kalem
Okundu hatm-ı kelam
Şanına Muhammed’in
 
Yunus kime ede methi
Över Kur’an ayeti
Au, vergil salatı
Aşkına Muhammed’in"
Son Durak İlahisi İşte Son Durak,"Bitti yolculuğun işte son durak
Getirdiler seni başlar üstünde
Ne idin ne oldun kalk haline bak
Bir kefenden başka ne var üstünde
Ne idin ne oldun kalk haline bak
Bir kefenden başka ne var üstünde
 
Şeytan düşmandır onu dost bildin
Bugün yarın derken geldi ecelin
Tövbeden bir nasip almadan gittin
Bir kefenden başka ne var üstünde
Tövbeden bir nasip almadan gittin
Bir kefenden başka ne var üstünde
 
Ne vicdan tanıdın ne de dinini
Doyurmak istedin hep sen nefsini
Kalk da şöyle bir yokla kendini
Bir kefenden başka ne var üstünde
Kalk da şöyle bir yokla kendini
Bir kefenden başka ne var üstünde
Bir kefenden başka ne var üstünde
 
Bize rahmet eyle ya Rap ne çare
Yaradana yüzüm yok ki bi çare
Dünyayı terk edip giderken kabre
Bir kefenden başka ne var üstünde
Dünyayı terk edip giderken kabre
Bir kefenden başka ne var üstünde
 
Toplayıp sakladın dünya malını
Sormadın bir gün fakir halini
Şimdi başı açık ayak yarini
Bir kefenden başka ne var üstünde
Şimdi başı açık ayak yarini
Bir kefenden başka ne var üstünde
 
Azrail gelince gözden kalkar perde
O an göreceksin yerin nerede
Yer kazacaklar sana o kara yere
Bir kefenden başka ne var üstünde
Yer kazacaklar sana o kara yere
Bir kefenden başka ne var üstünde"
Bu Aşk Bir Bahri Ummandır,"Bu aşk bir bahri ummandır
Buna hadd-ü kenar olmaz
Delilim sırr-ı Kur’an’dır
Bunu bilende ar olmaz
 
Subhanallah Sultan Allah
Her dertlere Derman Allah
 
Kıyamazsan baş-ü cane
Irak dur girme meydane
Bu meydanda nice başlar
Kesilir hiç sorar olmaz
 
Subhanallah Sultan Allah
Her dertlere Derman Allah
 
Biz aşığız biz ölmeyiz
Çürüyüp toprak olmayız
Karanlıklarda kalmayız
Bize leyl-ü nehar olmaz
 
Subhanallah Sultan Allah
Her dertlere Derman Allah"
Güllerde Senin İzin Ya Rasul,"Güllerin diyarına hasret köylü bir çocuk
Sana doğru uzuyor sevda dolu yolculuk
Açmıştı güller yine her dalında tomurcuk
Onları koklarken ter döker boncuk boncuk
 
Güllerde senin izin Ya Rasul
Güllerde senin kokun Ya Habib
Ab-ı hayat elinle
Yüreğime bir dokun Ya Nebi
Güllerde senin izin Ya Rasul
Güllerde senin kokun Ya Habib
Ab-ı hayat elinle
Yüreğime bir dokun Ya Nebi
 
İçindeki sevdası öyle büyüktü gülün
O masum köylü çocuk, koparması ne mümkün
Geldik, hep gideceğiz göçmen bülbüller gibi
Gönüllere bir girsek solmayan güller gibi
 
Güllerde senin izin Ya Rasul
Güllerde senin kokun Ya Habib
Ab-ı hayat elinle
Yüreğime bir dokun Ya Nebi
Güllerde senin izin Ya Rasul
Güllerde senin kokun Ya Habib
Ab-ı hayat elinle
Yüreğime bir dokun Ya Nebi
 
Kul mabudun andıkça, gönül aşkla yandıkça
Resule selam olur güller hatırlandıkça
Güllerin her yaprağı sayfa sayfa hatıra
Ey Resulü Kibriya sen gelirsin hatıra
 
Güllerde senin izin Ya Rasul
Güllerde senin kokun Ya Habib
Ab-ı hayat elinle
Yüreğime bir dokun Ya Nebi
Güllerde senin izin Ya Rasul
Güllerde senin kokun Ya Habib
Ab-ı hayat elinle
Yüreğime bir dokun Ya Nebi"
Sevdalıyız,"Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Hakka dönüktür yüzümüz
Resuldür Peygamberimiz
Sevdalıyız izindeyiz
Hak yoluna sevdalıyız
Sevdalıyız izindeyiz
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Bizdeki aşk yürektendir
Muhabbetler sevgidendir
Sevdamız var gönüldendir
Hak yoluna sevdalıyız
Sevdamız var gönüldendir
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Yüce Allahın kuluyuz
Hakkın yolunu bulmuşuz
Resule hayran olmuşuz
Hak yoluna sevdalıyız
Resule hayran olmuşuz
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
 
Adımız var dilden dile
Biz konarız gülden güle
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız
Canu dilden bir Aşk ile
Hak yoluna sevdalıyız"
Bilal Habeşi,"Candan bağlı idi o Hakk Resul'e
Bilal-i Habeşi garip bir köle,
Öyküsü dolaşır dillerden dile
Bilal-i Habeşi o büyük insan
 
Yatırdılar onu kızgın kumlara
Vücüdunu boyadılar kanlara
Canım kurban Bilal gibi canlara
Bilal-i Habeşi o büyük insan
 
Vura vura vücudunu soydular
Üzerine büyük taşlar koydular
Bilal'in ""El Hakk"" deyişin duydular
Bilal-i Habeşi o büyük insan
 
Yatırdılar onu kızgın kumlara
Vücüdunu boyadılar kanlara
Canım kurban Bilal gibi canlara
Bilal-i Habeşi o büyük insan
 
Ebubekir satın aldı o canı
Azad etti o yiğit kahramanı
Sevindi alemlerin o sultanı
Bilal-i Habeşi o büyük insan
 
Yatırdılar onu kızgın kumlara
Vücüdunu boyadılar kanlara
Canım kurban Bilal gibi canlara
Bilal-i Habeşi o büyük insan"
Aynı Derde,"Uyanırlar seherde
Düşerler aynı derde
Gülün açtığı yerde
Öterler Allah diye
 
Uyanırlar seherde
Düşerler aynı derde
Gülün açtığı yerde
Öterler Allah diye
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
Kalbi eriten onlar
 
Gül dalına konarlar
Allah deyip yanarlar
Her dem Hakkı anarlar
Öterler Allah diye
 
Gül dalına konarlar
Allah deyip yanarlar
Her dem Hakkı anarlar
Öterler Allah diye
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
Kalbi eriten onlar
 
Sevmezler masivayı
Zikrederler Mevla’yı
Bulmuşlar bu sevdayı
Öterler Allah diye
 
Sevmezler masivayı
Zikrederler Mevla’yı
Bulmuşlar bu sevdayı
Öterler Allah diye
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
Kalbi eriten onlar
 
Kanadını açarlar
Yükseklere uçarlar
Zikir ile yaşarlar
Öterler Allah diye
 
Kanadını açarlar
Yükseklere uçarlar
Zikir ile yaşarlar
Öterler Allah diye
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
Kalbi eriten onlar
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
 
Hak diye öten onlar
Hu deyip biten onlar
Yaradanın aşkıyla
Kalbi eriten onlar
Kalbi eriten onlar"
Sadrı Cemil Murselin Sensin Ya Rasulallah,"Sadrı cemil murselin
Sensin Ya Rasulallah
Sadrı cemil murselin
Sensin Ya Rasulallah
 
Bedri eflaki yakin
Sensin Ya Rasulallah
Bedri eflaki yakin
Sensin Ya Rasulallah
 
Allah Ya Allah
Lailahe illallah
Allah Ya Allah
Muhammed Resulullah
 
Nurun siracı vehhac
Alemler sana muhtac
Nurun siracı vehhac
Alemler sana muhtac
 
Sahibi tac u mirac
Sensin Ya Rasulallah
Sahibi tac u mirac
Sensin Ya Rasulallah
 
Allah Ya Allah
Lailahe illallah
Allah Ya Allah
Muhammed Resulullah
 
Ayinei Rahmani
Nuri paki sübhani
Ayinei Rahmani
Nuri paki sübhani
 
Sırrı sebulme sani
Sensin Ya Rasulallah
Sırrı sebulme sani
Sensin Ya Rasulallah
 
Allah Ya Allah
Lailahe illallah
Allah Ya Allah
Muhammed Resulullah
 
Açan rahı tevhidi
Bulan sırrı tefridi
Açan rahı tevhidi
Bulan sırrı tefridi
 
Hüdayi’nin ümmidi
Sensin Ya Rasulallah
Hüdayi’nin ümmidi
Sensin Ya Rasulallah
 
Allah Ya Allah
Lailahe illallah
Allah Ya Allah
Muhammed Resulullah
 
Allah Ya Allah
Lailahe illallah
Allah Ya Allah
Muhammed Resulullah
 
Şahidin leyli isra
Sübhanellezi esra
Camii cümle esma
Sensin Ya Rasulallah
 
Ey menbaı lutf u cud
Yerin makamı mahmud
Yaradılmışdan maksud
Sensin Ya Rasulallah"
Ağlayı Ağlayı,"Besmelesiz çıkma yola
Kuran sünnet bize kale
Medine’de ol Rasul’e
Baksam ağlayı ağlayı
Medine’deki o güle
Baksam ağlayı ağlayı
 
Mekke Medine yolları
Gezemedim o illeri
Mis kokan o beldeleri
Gezsem ağlayı ağlayı
 
Arafat dualar dağı
Evliyalarındır bağı
Ne olur garibin hâli
Çıksam ağlayı ağlayı
 
Mekke Medine yolları
Gezemedim o illeri
Mis kokan o beldeleri
Gezsem ağlayı ağlayı
 
Bedir Uhud Hendek nerde
Nice şehit var o yerde
Dualar edin her yerde
Etsem ağlayı ağlayı
 
Mekke Medine yolları
Gezemedim o illeri
Mis kokan o beldeleri
Gezsem ağlayı ağlayı
 
Nakış nakıştır şu âlem
Var mı sırlarını bilen
Rasul Muhammed’i gören
Görsem ağlayı ağlayı
 
Mekke Medine yolları
Gezemedim o illeri
Mis kokan o beldeleri
Gezsem ağlayı ağlayı"
Mevlam Nasip Etse,"Gani Mevlam nasib etse
Varsam ağlayı ağlayı
Medine'deki Muhammedi
Görsem ağlayı ağlayı
 
Delil yapışsa elime
Lebbeyk öğretse dilime
İhram bezini belime
Sarsam ağlayı ağlayı
 
Akıtırlar hayvan kanı
Esirgemez kimse canı
Şol meydanda koç kurbanı
Kessem ağlayı ağlayı
 
Hüccac döner yana yana
Ciğerim döndü büryana
Şol zemzemden kana kana
içsem ağlayı ağlayı
 
Derviş Yunus der can ile
Kul olmuşum iman ile
Dilim Zikr-i Kur'an ile
Varsam ağlayı ağlayı"
Anneciğim Kimi Zaman Umutsuzca Seni Ararım,"Anneciğim, kimi zaman umutsuzca seni ararım
Issız çölde serap misali hayalini yaşarım
Anneciğim, kimi zaman umutsuzca seni ararım
Issız çölde serap misali hayalini yaşarım
 
Gözlerimde canlanır gülen gözlerin
Kulaklarımda çınlıyor sımsıcak sesin
Alışmak zor sensizliğe
Anne nerdesin, nerdesin anne
Anne nerdesin, nerdesin anne
Anne nerdesin, nerdesin anne
Anne nerdesin, nerdesin annem
 
Anneciğim, giriyorsun kimi zaman düşlerime
Yüzün solgun, tedirginsin, sakın beni düşünme
Ektiğin tohumlar bir bir yeşerdi anne
Öğütlerin fidan oldu boy verdi anne
Mekânın cennet olsun rahat uyu anne
Rahat uyu anne, rahat uyu anne 
Gözlerimde canlanır gülen gözlerin
Kulaklarımda çınlıyor sımsıcak sesin
Alışmak zor sensizliğe
Anne nerdesin, nerdesin anne
Anne nerdesin, nerdesin anne
Anne nerdesin, nerdesin anne
Anne nerdesin, nerdesin annem"
Sarıl Allah'a Allah'a,"Tükenmez servet istersin
Yıkılmaz devlet istersin
Bıkılmaz nimet istersin
Sarıl Allah’a Allah’a
Bıkılmaz nimet istersin
Sarıl Allah’a Allah’a
 
Ne kadar güzel istersen
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
 
En güzel canan istersen
En yüce Sultan istersen
En sağlam derman istersen
Sarıl Allah’a Allah’a
En sağlam derman istersen
Sarıl Allah’a Allah’a
 
Ne kadar güzel istersen
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
 
En güzel canan istersen
En yüce Sultan istersen
En sağlam derman istersen
Sarıl Allah’a Allah’a
En sağlam derman istersen
Sarıl Allah’a Allah’a
 
Ne kadar güzel istersen
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
 
Hamdine murat istersen
Doyulmayan tat istersen
En güzel vuslat istersen
Sarıl Allah’a Allah’a
En güzel vuslat istersen
Sarıl Allah’a Allah’a
 
Ne kadar güzel istersen
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
 
Hamdine murat istersen
Doyulmayan tat istersen
En güzel vuslat istersen
Sarıl Allah’a Allah’a
En güzel vuslat istersen
Sarıl Allah’a Allah’a
 
Ne kadar güzel istersen
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
Tutunacak el istersin
Sarıl Allah’a Allah’a
Sarıl Allah’a Allah’a"
Mevlam Vermesin Bize Ayrılık,"Dergahının önünden geçiyor arık
Elinde misvağı var başında sarık
Mevlam vermesin sofi bize ayrılık
Ben Seydama kurbanım sofisine hayran
Seydama sofi olan ediyor bayram
 
Dergahına vardım tövbe veriyor
Tövbeyi alanlar âdap dinliyor
Sekiz şartı yapanlar sofi oluyor
Ben Seydama kurbanım sofisine hayran
Seydama sofi olan ediyor bayram
 
Sabah namazından sonra virdini çeken
İkindiyi kılıptahatmeye giren
Akşam namazından sonra rabıta yapan
Ben Seydama kurbanım sofisine hayran
Seydama sofi olan ediyor bayram"
Can Allah Canan Allah,"Can Allah Canan Allah
La ilahe illallah
Muhammedur Resulullah
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah
 
Ey aşıkı dildare
Gel nuş edelim bade
Bir bade gerek amma
Kim içile me vade
Bir bade gerek amma
Kim içile me vade
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah
 
Bir kez içen aşıktır
Aşkında ol sadıktır
Aşk ona hem layıktır
Mecnun ile Ferhad'a
Aşk ona hem layıktır
Mecnun ile Ferhad'a
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah
 
İşit bu Sezai'den
Ne gördü fenaiden
Dost yüzünü gösterdi
Miratı mücelladan
Dost yüzünü gösterdi
Miratı mücelladan
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah
 
Can Allah Canan Allah
Canlar sana kurban Allah
Hay kalbim zikrullah
La ilahe illallah
Muhammedur Resulullah"
Ayırma,"Gönlümü ilahi senden ayırma
Aşkına sultanım benden ayırma.
Masiva hubbunu çıkar kalbimden
Her ne sana yarar ondan ayırma.
Masiva hubbunu çıkar kalbimden
Her ne sana yarar ondan ayırma.
 
Ehl-i hal ile beni haldaş eyle
Zakir kulların ile koldaş eyle
Ahir nefeste iman yoldaş eyle
Ya Rabbi sen onu benden ayırma.
Ehl-i hal ile beni haldaş eyle
Zakir kulların ile koldaş eyle
Ahir nefeste iman yoldaş eyle
Ya Rabbi sen onu benden ayırma.
 
Derd ile edelim sema vü cevlan
Sineler çak edip olalım üryan
Akıbet, kimseye kalmaz bu devran
Hele şimdi bu devrandan ayırma.
Akıbet, kimseye kalmaz bu devran
Hele şimdi bu devrandan ayırma.
 
Ehl-i hal ile beni haldaş eyle
Zakir kulların ile koldaş eyle
Ahir nefeste iman yoldaş eyle
Ya Rabbi sen onu benden ayırma.
Ehl-i hal ile beni haldaş eyle
Zakir kulların ile koldaş eyle
Ahir nefeste iman yoldaş eyle
Ya Rabbi sen onu benden ayırma.
 
Dostlarına vade kıldın visalin
Aşıklar ararlar senin hayalin
Lutfedip cennette göster cemalin
Ya Rab bizi bu ihsandan ayırma.
Lutfedip cennette göster cemalin
Ya Rab bizi bu ihsandan ayırma.
 
Ehl-i hal ile beni haldaş eyle
Zakir kulların ile koldaş eyle
Ahir nefeste iman yoldaş eyle
Ya Rabbi sen onu benden ayırma.
Ehl-i hal ile beni haldaş eyle
Zakir kulların ile koldaş eyle
Ahir nefeste iman yoldaş eyle
Ya Rabbi sen onu benden ayırma.
 
Zakirinin katı çoktur günahı
Zikrin hakkı onu affet ilahi
Ey kamu alemlerin padişahı
Dilim zikr ile Kur’an’dan ayırma.
Ey kamu alemlerin padişahı
Dilim zikr ile Kur’an’dan ayırma.
 
Ehl-i hal ile beni haldaş eyle
Zakir kulların ile koldaş eyle
Ahir nefeste iman yoldaş eyle
Ya Rabbi sen onu benden ayırma.
Ehl-i hal ile beni haldaş eyle
Zakir kulların ile koldaş eyle
Ahir nefeste iman yoldaş eyle
Ya Rabbi sen onu benden ayırma.
Ya Rabbi sen onu benden ayırma."
Derman Aradım Derdime Derdim Bana Derman İmiş,"Huuu aslına huuu
Neline huuu
Selam olsun erenlere
Selam olsun yarenlere
 
Derman arardım derdime
Derdim bana derman imiş
Burhan sorardım aslıma
Aslım bana burhan imiş
Burhan sorardım aslıma
Aslım bana burhan imiş
 
Sağ u solu gözler idim
Dost yüzünü görsem deyu
Ben taşrada arar iken
Ol can içinde can imiş
Ben taşrada arar iken
Ol can içinde can imiş
 
Savm u salat u hacc ile
Sanma biter zahid işin
İnsanı kamil olmağa
Lazım olan irfan imiş
İnsanı kamil olmağa
Lazım olan irfan imiş
 
İşit Niyazi’nin sözün
Bir nesne örtmez hak yüzün
Haktan ayan bir nesne yok
Gözsüzlere pinhan imiş
Hay hay
 
Haktan ayan bir nesne yok
Gözsüzlere pinhan imiş
 
Haktan ayan bir nesne yok
Gözsüzlere pinhan imiş
Hay hay
 
Haktan ayan bir nesne yok
Gözsüzlere pinhan imiş"
Aşkınla Yandır Sultanım Allah,"Aşkınla yandır sultanım Allah
Şevkinle döndür sultanım Allah
Sensin ilahım, püşt-ü penahım
Affet günahım, sultanım Allah
 
Aşkınla yandır sultanım Allah
Şevkinle döndür sultanım Allah
 
Nefsimi bildir, aslımı buldur
Ölmeden öldür, sultanım Allah
Sensin ilahım, püşt-ü penahım
Affet günahım, sultanım Allah
 
Aşkınla yandır sultanım Allah
Şevkinle döndür sultanım Allah
 
Al beni benden, kaydı bedenden
Ayırma senden, sultanım Allah
 
Aşkınla yandır sultanım Allah
Şevkinle döndür sultanım Allah
 
Eyle Zekai hamdü senayı
Daim duayı, sultanım Allah
 
Eyle Zekai hamdü senayı
Daim duayı, sultanım Allah
 
Eyle Zekai hamdü senayı
Daim duayı, sultanım Allah
 
Al beni benden, kaydı bedenden
Ayırma senden, sultanım Allah
 
Nefsimi bildir, aslımı buldur
Ölmeden öldür, sultanım Allah"
Mana Eri Bu Yolda Melul Olası Değil,"Mana eri bu yolda melul olası değil
Mana duyan gönüller, hergiz ölesi değil
Mana eri bu yolda melul olası değil
Mana duyan gönüller, hergiz ölesi değil
 
Ten fanidir, can ölmez, gidenler geri gelmez
Ölür ise ten ölür, canlar ölesi değil
Ölür ise ten ölür, canlar ölesi değil
Ten fanidir, can ölmez, gidenler geri gelmez
Ölür ise ten ölür, canlar ölesi değil
Ölür ise ten ölür, canlar ölesi değil
 
Gevher seven gönüller, yüz bin yıl arar ise
Haktan nasip olmasa, nasip alası değil
Gevher seven gönüller, yüz bin yıl arar ise
Haktan nasip olmasa, nasip alası değil
 
Ten fanidir, can ölmez, gidenler geri gelmez
Ölür ise ten ölür, canlar ölesi değil
Ten fanidir, can ölmez, gidenler geri gelmez
Ölür ise ten ölür, canlar ölesi değil
 
Yarattı Hak dünyayı, Peygamber dostluğuna
Dünyaya gelen gider, baki kalası değil
Yarattı Hak dünyayı, Peygamber dostluğuna
Dünyaya gelen gider, baki kalası değil
 
Ten fanidir, can ölmez, gidenler geri gelmez
Ölür ise ten ölür, canlar ölesi değil
Ölür ise ten ölür, canlar ölesi değil
Ten fanidir, can ölmez, gidenler geri gelmez
Ölür ise ten ölür, canlar ölesi değil
Ölür ise ten ölür, canlar ölesi değil"
Serveri Ser Bülendimiz Hazreti Pir Efendimiz,"Server-i ser bülendimiz
Hazret-i pir Efendimiz
Şahid-i şeh-levendimiz
Hazret-i pir Efendimiz
 
Cezbe-i Mustafa ile
Saldı cihana velvele
Gökde eder mukabele
Hazret-i pir Efendimiz
 
Fahr-i cihan o serverin
Varisi oldu Hayber’in
Sırrı idi peygamberin
Hazret-i pir Efendimiz"
Beytullahım Buytullahım İlahi,"Mekke şehri geldim sana
Babüsselamı açsana
Benim sevdam Haktan yana
Gelmişim lebbeyk demeye
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Büründüm beyaz ihrama
Elveda dedim harama
Bak gönlümdeki yarama
Gelmişim lebbeyk demeye
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Gördüm kapkara örtünü
Müminler sarmış önünü
Hakka vermişsin yönünü
Gelmişim lebbeyk demeye
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım"
Aman Çeşme,"Aman çeşme canım çeşme
Sen Ahmed'i görmedin mi
Biraz önce abdest aldı
Şu karşı ki camiye sor 
Aman cami canım cami
Can Ahmed'i görmedin mi
Biraz önce namaz kıldı
Şu karşıki çarşıya sor 
Aman çarşı canım çarşı
Nur Ahmed'i görmedin mi
Biraz önce kefen aldı
Şu karşıki kabre sor 
Aman kabir canım kabir
Muhammed'i görmedin mi
Şimdiye kadar sizindi
Şimdi ise bizim oldu."
Makamımız Kuş Misali,"Makamımız kuş misali
Daldan dala konabilir
İnsanoğlu yok misali
Birgün olur ölebilir
 
Dağlar taşlar kül misali
Birgün olur tozabilir
İnsanoğlu gül misali
Birgün olur solabilir
 
Hakikata eren erler
Mevlasım bulabilir
Kendini kemter görenler
Birgün yüce olabilir
 
Bu can bana emanettir
Birgün olur uçabilir
Dünya malı bir zinnettir
Ancak amel kalabilir
 
Mağrur olma insanoğlu
Ölümün çaresi yoktur
Soğuk vurmuş sümbül gibi
Solmamaya çaren yoktur"
Canım Kurban Olsun Senin Yoluna,"Canım kurban olsun senin yoluna,
Adı güzel, kendi güzel Muhammed,
Şefâat eyle bu kemter kuluna,
Adı güzel, kendi güzel Muhammed
 
Mü'min olanların çoktur cefâsı,
Ahirette olur zevk-u sefâsı,
On sekiz bin âlemin Mustafâ'sı,
Adı güzel, kendi güzel Muhammed
 
Yedi kat gökleri seyrân eyleyen,
Kûrsûn üstünde cevlân eyleyen.
Mi'râcda ümmetin Hak’dan dileyen,
Adı güzel, kendi güzel Muhammed
 
Ol çâriyâr anın gökler yâridir,
Anı seven günahlardan beridir,
On sekiz bin âlemin serveridir,
Adı güzel, kendi güzel Muhammed
 
Aşık Yunus neyler iki cihânı sensiz,
Sen Hak Peygambersin şeksiz, gümânsız
Sana (bilgi yelpazesi.net)  uymayanlar gider imânsız,
Adı güzel, kendi güzel Muhammed."
Yollar Var Ki Aşılmıyor,"Yollar Var ki Aşılmıyor
Yüklerle Dolaşılmıyor
Sen Olmadan Taşınmıyor
Yollarımı Aç Allahım
 
Yüküm Ağır Yolum Uzun
Yol Yürümek Benim Yazım
Hem Öksüzüm Hem Yalnızım
Yollarımı Aç Allahım
 
Yollar Var Bana Yabancı
Yollar Var ki Ben Yabancı
Ben Yolcuyum Yollar Hancı
Yollarımı Aç Allahım
 
Yüküm Ağır Yolum Uzun
Yol Yürümek Benim Yazım
Hem Öksüzüm Hem Yalnızım
Yollarımı Aç Allahım
 
Yollar Gördüm Uzun İnce
Yollar Gördüm Bir Bilmece
Sen Olmasan Halim Nice
Yollarımı Aç Allahım
 
Yüküm Ağır Yolum Uzun
Yol Yürümek Benim Yazım
Hem Öksüzüm Hem Yalnızım
Yollarımı Aç Allahım
 
Yollar Var Her Yanı Tuzak
Yollar Var Kapına Uzak
Diyorlar ki Geçmek Yasak
Yollarımı Aç Allahım
 
Yüküm Ağır Yolum Uzun
Yol Yürümek Benim Yazım
Hem Öksüzüm Hem Yalnızım
Yollarımı Aç Allahım"
Çağır Ya Sultanım Beni Sana Geleyim,"Bir el tuttum yoluna durdum tadın alamadım
Ömrümce yıktılar beni Sana varamadım
Bir el tuttum yoluna durdum tadın alamadım
Ömrümce yıktılar beni Sana varamadım
 
Çağır Ya Sultanım beni Sana geleyim
Ne derdim varsa içimde Sana Dökeyim
Çağır Ya Sultanım beni Sana geleyim
Ne derdim varsa içimde Sana Dökeyim
 
Bu dünya kaynar kazanmış ben hiç bilemedim
Sana gelmek istedikçe büktüler belim
Bu dünya kaynar kazanmış ben hiç bilemedim
Sana gelmek istedikçe büktüler belim
 
Çağır Ya Sultanım beni Sana geleyim
Ne derdim varsa içimde Sana Dökeyim
Çağır Ya Sultanım beni Sana geleyim
Ne derdim varsa içimde Sana Dökeyim
 
Hasret kaldım Gül yüzüne o tatlı Diline
Al beni de Menziline muhtacım terbiyene
Hasret kaldım Gül yüzüne o tatlı Diline
Al beni de Menziline muhtacım terbiyene
 
Çağır Ya Sultanım beni Sana geleyim
Ne derdim varsa içimde Sana Dökeyim
Çağır Ya Sultanım beni Sana geleyim
Ne derdim varsa içimde Sana Dökeyim
 
Kokunu ararım her gün bütün günlerde
Benim İçimdeki ateş söner Menzilde
Kokunu ararım her gün bütün günlerde
Benim İçimdeki ateş söner Menzilde
 
Çağır Ya Sultanım (Gavs’ım)  beni Sana geleyim
Ne derdim varsa içimde Sana Dökeyim
Çağır Ya Sultanım (Gavs’ım)  beni Sana geleyim
Ne derdim varsa içimde Sana Dökeyim"
